Menu Item Name,Family Group,Major Group,Qty Sold
3 T VEGETARIAN,FOOD,FOOD,132
GRN T JAVIVA M,BEVERAGES,BEVERAGES,132
CITRS SWT POTATO,SIDES,FOOD,131
KALE RB BREEZ M,BEVERAGES,BEVERAGES,128
TANDOORI CHIX,ENTREES,FOOD,126
RASPBERY FLAV,BEVERAGES,BEVERAGES,120
RAZZMATAZZ L,BEVERAGES,BEVERAGES,120
3 T BRISKET,FOOD,FOOD,119
OR DRM MACHN L,BEVERAGES,BEVERAGES,118
RED SKIN POTATOS,BREAKFAST,FOOD,118
COOKIES N CRM S,BEVERAGES,BEVERAGES,117
MONSTER HND ROLL,ENTREES,FOOD,116
OR DRM MACHN S,BEVERAGES,BEVERAGES,112
EGGNOG,BEVERAGES,BEVERAGES,111
PRO BERY WHEY L,BEVERAGES,BEVERAGES,111
STAFF BRKFST CDR,ACADEMIC YEAR,BOARD OPS,111
SF HAZLNT FLAV,BEVERAGES,BEVERAGES,110
EMPL. LUNCH,EMPLOYEE MEALS,EMPL MEALS,109
ALOHA PNPL L,BEVERAGES,BEVERAGES,108
CHIA SEED BST,BEVERAGES,BEVERAGES,108
EMP NACHOS,EMPLOYEE MEALS,EMPL MEALS,108
HIBISCS T FOG M,BEVERAGES,BEVERAGES,107
ICED AMERCNO M,BEVERAGES,BEVERAGES,107
EMPL S G COMBO,EMPLOYEE MEALS,EMPL MEALS,105
DOUBL ESPRSO,BEVERAGES,BEVERAGES,104
ORANGE C BSTR S,BEVERAGES,BEVERAGES,102
HONEY PORK LOIN,ENTREES,FOOD,101
FOUNTN DISCNT Q,BEVERAGES,BEVERAGES,100
GREEK YOGRT BST,BEVERAGES,BEVERAGES,100
PECAN PIE,DESSERTS,FOOD,100
OR CAR KARMA S,BEVERAGES,BEVERAGES,97
TEPANKI SHRMP,ENTREES,FOOD,97
ICED AMERCNO L,BEVERAGES,BEVERAGES,96
PRO BERY WHEY S,BEVERAGES,BEVERAGES,93
OR CAR KARMA M,BEVERAGES,BEVERAGES,92
HAVANA CAPP M,BEVERAGES,BEVERAGES,91
KALE RB BREEZ S,BEVERAGES,BEVERAGES,91
MSHD SWEET POTATOS,SIDES,FOOD,90
PB CHOC LOVE L,BEVERAGES,BEVERAGES,89
SWIRL JAVIVA L,BEVERAGES,BEVERAGES,89
BRD GARDN VEGG,SANDWICHES,FOOD,88
PEANT BTR MD L,BEVERAGES,BEVERAGES,87
OJ CARR0T M,BEVERAGES,BEVERAGES,86
AMAZING GRNS M,BEVERAGES,BEVERAGES,85
BERRY UPBEET L,BEVERAGES,BEVERAGES,85
APPLE CRISP,DESSERTS,FOOD,84
PIE CREAM,PREPACKAGED,FOOD,84
POM PARIDISE L,BEVERAGES,BEVERAGES,83
X IND T CHICKEN,FOOD,FOOD,83
HALF DOZEN,BREAKFAST,FOOD,81
HUMMUS BGL,BREAKFAST,FOOD,81
BRD CHIX BREAST,SANDWICHES,FOOD,80
CAFE AU LAIT M,BEVERAGES,BEVERAGES,78
ICD CB FG LATT M,BEVERAGES,BEVERAGES,78
PNUT BUTTR BGL,BREAKFAST,FOOD,78
CHEF SPL S.E. 1,ENTREES,FOOD,77
ICD CB FOG M,BEVERAGES,BEVERAGES,77
PCH PERFCTION L,BEVERAGES,BEVERAGES,77
ALMD/CASHUMILK,BEVERAGES,BEVERAGES,75
GRN T JAVIVA L,BEVERAGES,BEVERAGES,74
ORANGE JUICE 12 OZ,BEVERAGES,BEVERAGES,74
T SLD STEAK,FOOD,FOOD,73
VINDALOO RICE,SIDES,FOOD,73
AMAZING GRNS S,BEVERAGES,BEVERAGES,72
EMP CHPS QUESO,EMPLOYEE MEALS,EMPL MEALS,72
GRN TEA LATE L,BEVERAGES,BEVERAGES,72
GRNS N GNGR L,BEVERAGES,BEVERAGES,71
GUMBO CHICKEN,FOOD,FOOD,70
BRD TRK-HM-RBF,SANDWICHES,FOOD,69
TROPCL T FOG M,BEVERAGES,BEVERAGES,69
ERL GRY LATTE M,BEVERAGES,BEVERAGES,68
X PORK,FOOD,FOOD,68
OJ CARROT S,BEVERAGES,BEVERAGES,67
TUB CRM CHZ VTY,BREAKFAST,FOOD,67
APPL N GRNS L,BEVERAGES,BEVERAGES,66
STRWB WHIRL L,BEVERAGES,BEVERAGES,66
CHAI JAVIVA M,BEVERAGES,BEVERAGES,65
HONEY FLAV,BEVERAGES,BEVERAGES,65
ICD CB FG LATT L,BEVERAGES,BEVERAGES,65
NACHO BRISKET,FOOD,FOOD,65
ADD ON SHRIMP,ENTREES,FOOD,63
SAUSAGE LINK,BREAKFAST,FOOD,63
ORANGE C BSTR L,BEVERAGES,BEVERAGES,62
ADD GELATO,ICE CREAM,FOOD,61
HIBISCS T FOG L,BEVERAGES,BEVERAGES,61
ICD CB FOG L,BEVERAGES,BEVERAGES,61
BGL CHIX BREAST,SANDWICHES,FOOD,60
BLACK T FOG M,BEVERAGES,BEVERAGES,60
EMP TACOS,EMPLOYEE MEALS,EMPL MEALS,60
SHRIMP STIRFRY,ENTREES,FOOD,60
EXTRASALMON,TOPPINGS,FOOD,59
ESPRSO JAVIVA M,BEVERAGES,BEVERAGES,58
3 BAGELS,BREAKFAST,FOOD,57
BEEF/NOODLES,ENTREES,FOOD,57
ADD ON CHICKEN,ENTREES,FOOD,56
AMAZING GRNS L,BEVERAGES,BEVERAGES,56
ICED CAPP M,BEVERAGES,BEVERAGES,55
BAK PEANT BTR PIE,FOOD,FOOD,54
QUESAD GR SIRL,FOOD,FOOD,53
BRUEG LTO SIGNTR,SANDWICHES,FOOD,52
T SLD VEGETRN,FOOD,FOOD,52
TROPCL T FOG L,BEVERAGES,BEVERAGES,51
T SLD GRND SIRL,FOOD,FOOD,51
EMP SIDE,EMPLOYEE MEALS,EMPL MEALS,50
TRIPLE ESPRSO,BEVERAGES,BEVERAGES,50
3 T PORK,FOOD,FOOD,48
EMP CHIP,EMPLOYEE MEALS,EMPL MEALS,48
ORNG BRRY ANTX S,BEVERAGES,BEVERAGES,48
CHX/NOODLES,ENTREES,FOOD,47
ESPRSO JAVIVA L,BEVERAGES,BEVERAGES,47
ICED CAPP L,BEVERAGES,BEVERAGES,47
KALE RB BREEZ L,BEVERAGES,BEVERAGES,46
RTG SPORKS,BEVERAGES,BEVERAGES,46
GUMBO VEGETARN,FOOD,FOOD,45
BAKERS DOZEN,BREAKFAST,FOOD,44
PRO BRY SOY M,BEVERAGES,BEVERAGES,44
RAINBOW MAKI,ENTREES,FOOD,44
BLACK T FOG L,BEVERAGES,BEVERAGES,42
HAVANA CAPP L,BEVERAGES,BEVERAGES,42
PISTACHIO PWR S,BEVERAGES,BEVERAGES,42
QUESAD BRISKET,FOOD,FOOD,42
IND BRISKET,FOOD,FOOD,40
TUB CRM CHZ PLN,BREAKFAST,FOOD,40
2 T COMBO,FOOD,FOOD,39
OR CAR KARMA L,BEVERAGES,BEVERAGES,38
MAKI SP TNA GNG,PREPACKAGED,FOOD,37
EMP ENTRE SLD,EMPLOYEE MEALS,EMPL MEALS,35
PRO BRY SOY S,BEVERAGES,BEVERAGES,35
BAGLE BUNDLE,BREAKFAST,FOOD,33
CARROT M,BEVERAGES,BEVERAGES,32
KALE OR PWR S,BEVERAGES,BEVERAGES,32
EMP SIGN SAND,EMPLOYEE MEALS,EMPL MEALS,31
EMP CUP SOUP,EMPLOYEE MEALS,EMPL MEALS,30
MAKI CALIF GNG,PREPACKAGED,FOOD,30
PREM SPREADS,TOPPINGS,FOOD,30
STAFF DNNR CDR,ACADEMIC YEAR,BOARD OPS,30
CAFE AU LAIT L,BEVERAGES,BEVERAGES,29
OR/CAROT JUCE 12,BEVERAGES,BEVERAGES,29
SPECIAL 1 TP,FOOD,FOOD,29
STAFF LUNCH CDR,ACADEMIC YEAR,BOARD OPS,29
WHL CHX PESTO,PIZZA,FOOD,29
3 T COMBO,FOOD,FOOD,28
BIG BGL BUNDLE,BREAKFAST,FOOD,28
ORANGE RICE,SIDES,FOOD,28
PB N J BGL,BREAKFAST,FOOD,28
SNDRD TOM SPRD,TOPPINGS,FOOD,28
TRPCL KICKSTRT S,BEVERAGES,BEVERAGES,28
ICED ESPRESSO,BEVERAGES,BEVERAGES,27
BRUEG DESRT BAR,DESSERTS,FOOD,26
PISTACHIO PWR L,BEVERAGES,BEVERAGES,26
SINGL ESPRSO,BEVERAGES,BEVERAGES,26
MRE ADULT CDR,ACADEMIC YEAR,BOARD OPS,25
WRAP ADD ON,BREAKFAST,FOOD,25
X T IND GSIRLOIN,FOOD,FOOD,25
OJ CARROT L,BEVERAGES,BEVERAGES,24
SMK TURK BRST,ENTREES,FOOD,24
TRPCL KICKSTRT M,BEVERAGES,BEVERAGES,24
ERL GRY LATTE L,BEVERAGES,BEVERAGES,23
PISTACHIO PWR M,BEVERAGES,BEVERAGES,23
BAK CHOC MOUSSE,FOOD,FOOD,22
CARROT S,BEVERAGES,BEVERAGES,21
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,21
TACO CHICKEN,FOOD,FOOD,21
T SLD BRISKET,FOOD,FOOD,21
BANANABRY S,BEVERAGES,BEVERAGES,20
CHAI JAVIVA L,BEVERAGES,BEVERAGES,20
MADE W CREAM,BEVERAGES,BEVERAGES,20
NOODLES,ENTREES,FOOD,20
PRO BRY SOY L,BEVERAGES,BEVERAGES,20
ICD E GRY LATT M,BEVERAGES,BEVERAGES,19
WHL PEPPRNI,PIZZA,FOOD,19
X TOPPING TP,TOPPINGS,FOOD,19
COFE FR JAVIVA M,BEVERAGES,BEVERAGES,18
ORNG BRRY ANTX M,BEVERAGES,BEVERAGES,18
PUMPKIN SEED BST,BEVERAGES,BEVERAGES,18
ADD ON BEEF,ENTREES,FOOD,17
BREW 4 CREW,BREAKFAST,BEVERAGES,17
ICD E GRY JAV M,BEVERAGES,BEVERAGES,17
TRPCL KICKSTRT L,BEVERAGES,BEVERAGES,17
WHL 5 CHEEZ,PIZZA,FOOD,17
EMP GUMBO,EMPLOYEE MEALS,EMPL MEALS,16
SOBA GNG,PREPACKAGED,FOOD,16
TEPANKI VEGGE,ENTREES,FOOD,15
CARROT 12 OZ,BEVERAGES,BEVERAGES,14
CRM CHEEZ SIDE,BREAKFAST,FOOD,14
EMP SALAD,EMPLOYEE MEALS,EMPL MEALS,14
OR BRY ANTIOX 12,BEVERAGES,BEVERAGES,14
CARROT L,BEVERAGES,BEVERAGES,13
TOFU GRL CITRUS,ENTREES,FOOD,13
WHITE GUMMI M,BEVERAGES,BEVERAGES,13
EMP X MEAT,EMPLOYEE MEALS,EMPL MEALS,12
KALE OR PWR M,BEVERAGES,BEVERAGES,12
NACHO PORK,FOOD,FOOD,12
SG CHIX PASTA SLD,PREPACKAGED,FOOD,12
BANANABRY M,BEVERAGES,BEVERAGES,11
EMP CHPS SALSA,EMPLOYEE MEALS,EMPL MEALS,11
EMPL JUICE 16,EMPLOYEE MEALS,EMPL MEALS,11
GUMBO STEAK,FOOD,FOOD,11
R2G SINGLE,BEVERAGES,BEVERAGES,11
SPCY ZCNI GRNBNS,SIDES,FOOD,11
Z SPECIAL 4 MAKI,ENTREES,FOOD,11
KALE OR PWR 12,BEVERAGES,BEVERAGES,10
ORNG BRRY ANTX L,BEVERAGES,BEVERAGES,10
TEPANKI SALMON,ENTREES,FOOD,10
QUESAD PORK,FOOD,FOOD,9
STEAMER L,BEVERAGES,BEVERAGES,9
STEAMER M,BEVERAGES,BEVERAGES,9
TEPANKI TOFU,ENTREES,FOOD,9
TRIPL REVITLZR S,BEVERAGES,BEVERAGES,9
TRPICAL KICKSTRT 12,BEVERAGES,BEVERAGES,9
X T IND PORK,FOOD,FOOD,9
CHEF SPL SIDE,SIDES,FOOD,8
EMP 1 TACO,EMPLOYEE MEALS,EMPL MEALS,8
EMP BOWL SOUP,EMPLOYEE MEALS,EMPL MEALS,8
EMPL. DINNER,EMPLOYEE MEALS,EMPL MEALS,8
GRILL SPECIAL 1,ENTREES,FOOD,8
GUMBO GR SIRLN,FOOD,FOOD,8
ICD E GRY JAV L,BEVERAGES,BEVERAGES,8
ICD E GRY LATT L,BEVERAGES,BEVERAGES,8
KALE OR PWR L,BEVERAGES,BEVERAGES,8
LEAN BALNCE BST,BEVERAGES,BEVERAGES,8
T SLD PORK,FOOD,FOOD,8
BOWL SPECIAL,ENTREES,FOOD,7
CAJUN RICE,SIDES,FOOD,7
EMP CHPS GUAC,EMPLOYEE MEALS,EMPL MEALS,7
POM PIK ME UP M,BEVERAGES,BEVERAGES,7
TRIPL REVITLZR M,BEVERAGES,BEVERAGES,7
WHITE GUMMI S,BEVERAGES,BEVERAGES,7
CHOC MOO'D L,BEVERAGES,BEVERAGES,6
FRUITY ROCKS M,BEVERAGES,BEVERAGES,6
MAPLE FLAV,BEVERAGES,BEVERAGES,6
TACO GRND SIRL,FOOD,FOOD,6
TACO STEAK,FOOD,FOOD,6
WHITE GUMMI L,BEVERAGES,BEVERAGES,6
ADD STEAMD MLK,BEVERAGES,BEVERAGES,5
CHOC MOO'D  M,BEVERAGES,BEVERAGES,5
EMPL XTRA TOPPIN,EMPLOYEE MEALS,EMPL MEALS,5
TACO VEGETARIN,FOOD,FOOD,5
GNGRBRD FLAV,BEVERAGES,BEVERAGES,4
KANTEEN DISCNT,BEVERAGES,BEVERAGES,4
SEASNL SPEC. CRP,DESSERTS,FOOD,4
SURF N TURF,ENTREES,FOOD,4
TEPANKI TUNA,ENTREES,FOOD,4
TRIPL REVITZR 12,BEVERAGES,BEVERAGES,4
WHL TOMT/FIG,PIZZA,FOOD,4
WONDRFL PISTCH,PREPACKAGED,FOOD,4
CRVD STRP LOIN,ENTREES,FOOD,3
EMP BGL W/SPRD,EMPLOYEE MEALS,EMPL MEALS,3
GNG CHEESE,PIZZA,FOOD,3
GNGN CARNV HALAL,PIZZA,FOOD,3
GUMBO BRISKET,FOOD,FOOD,3
KLEAN KANTN CASH,BEVERAGES,BEVERAGES,3
KLEAN KANTN FLEX,BEVERAGES,BEVERAGES,3
PINK STAR M,BEVERAGES,BEVERAGES,3
SPECIAL SANDWCH,PIZZA,FOOD,3
SPECL CHEF SOUP,SOUPS/ STEWS,FOOD,3
TACO BRISKET,FOOD,FOOD,3
12/CS LITER H2O,BEVERAGES,BEVERAGES,2
24/CS SPARK DASA,BEVERAGES,BEVERAGES,2
ADD CHICKEN,PASTA,FOOD,2
BANANABRY L,BEVERAGES,BEVERAGES,2
CHOC MOO'D S,BEVERAGES,BEVERAGES,2
CHOC PROTEIN S,BEVERAGES,BEVERAGES,2
COFE FR JAVIVA L,BEVERAGES,BEVERAGES,2
EMP BGL HUMMUS,EMPLOYEE MEALS,EMPL MEALS,2
FRUITY ROCKS L,BEVERAGES,BEVERAGES,2
GRN TEA GELATO,BEVERAGES,BEVERAGES,2
PCH PLEASURE L,BEVERAGES,BEVERAGES,2
PEACH MANGO M,BEVERAGES,BEVERAGES,2
RED GUMMI M,BEVERAGES,BEVERAGES,2
SOUR GUMMI S,BEVERAGES,BEVERAGES,2
SPECL PASTA SLD,SALAD,FOOD,2
TRIPL REVITLZR L,BEVERAGES,BEVERAGES,2
$$.DD.HP.BRKFST,SUMMER,BOARD OPS,1
ADD SEAFOOD,PASTA,FOOD,1
AFFOGATO,BEVERAGES,BEVERAGES,1
ALMOND FLAV,BEVERAGES,BEVERAGES,1
AU GRATIN POTAO,SIDES,FOOD,1
CHEF SPL S.E. 3,ENTREES,FOOD,1
CHOC PROTEIN L,BEVERAGES,BEVERAGES,1
DAULPHIN POTATOS,SIDES,FOOD,1
HOPPIN JOHN,SIDES,FOOD,1
MAQUE CHOUX,SIDES,FOOD,1
PCH PLEASURE M,BEVERAGES,BEVERAGES,1
PENYA KOLDA L,BEVERAGES,BEVERAGES,1
PERUVIAN CHIX,ENTREES,FOOD,1
PORK/MUSHRM SC,ENTREES,FOOD,1
RED GUMMI S,BEVERAGES,BEVERAGES,1
SG RASP CHIX GNG,PREPACKAGED,FOOD,1
SOUTHW BEEF SLD,SALAD,FOOD,1
TP SLD TSCN CHIX,ENTREES,FOOD,1
REFUND,MISC,MISC,0
REFUND,MISC,MISC,-1
REFUND,MISC,MISC,-3
TOTAL*,,,1335228
