Menu Item Name,Family Group,Major Group,Qty Sold
BRUSSEL SPROUTS,SIDES,FOOD,2291
LG BL PLTE BRKF,BREAKFAST,FOOD,2277
SINGLE BAGEL,BREAKFAST,FOOD,2276
BACON BITS,SALAD,FOOD,2262
EGG WHT N SDT,BREAKFAST,FOOD,2259
EMP BURRITO,EMPLOYEE MEALS,EMPL MEALS,2246
HAM N CHZ CR,DESSERTS,FOOD,2215
EXTRA TOPPING,BREAKFAST,FOOD,2209
CHOC. ESPRSO BNS,PREPACKAGED,FOOD,2156
FRSTYL UPCHRG,BEVERAGES,BEVERAGES,2141
BROWNIE,DESSERTS,FOOD,2136
TURKEYSTRAMI,SANDWICHES,FOOD,2133
NB GRND SIRLN,FOOD,FOOD,2104
X CINN SUGAR,TOPPINGS,FOOD,2087
PANG PANG,SALAD,FOOD,2073
BLEU CHEESE,SALAD,FOOD,2061
SLD CHIX CAESR,SALAD,FOOD,2053
TANDOORI CHIX,ENTREES,FOOD,2053
BISCUIT,BREAKFAST,FOOD,2036
Y REDPR/PITA,GRAB N GO,FOOD,2002
STEAMED CARROTS,SIDES,FOOD,1981
CUBAN CTRS CHIX,ENTREES,FOOD,1947
YTG RASP. PARF.,GRAB N GO,FOOD,1943
SALM CR CHZ MAKI,ENTREES,FOOD,1927
NOODLES,ENTREES,FOOD,1923
TOFU GRL CITRUS,ENTREES,FOOD,1892
TP SIDE GARDEN,SIDES,FOOD,1884
ICED LATTE L,BEVERAGES,BEVERAGES,1842
SALMON POKE BOWL,ENTREES,FOOD,1823
ADD SPICY,ENTREES,FOOD,1799
SOUP 2,SOUPS/ STEWS,FOOD,1794
ROAST LAMB,ENTREES,FOOD,1774
SEASONAL FLAV,BEVERAGES,BEVERAGES,1763
NB PORK,FOOD,FOOD,1754
Y WRAP CHX SLD,GRAB N GO,FOOD,1754
ICE/WATER,BEVERAGES,BEVERAGES,1740
WHEY BST,BEVERAGES,BEVERAGES,1711
GINGR SWT POTAO,SIDES,FOOD,1695
YOGURT CUP,PREPACKAGED,RETAIL,1688
SHRIMP AND GRITS,ENTREES,FOOD,1680
X CHOCOLATE,TOPPINGS,FOOD,1679
LEONARDO VEG,SANDWICHES,FOOD,1677
NB BRISKET,FOOD,FOOD,1676
SALMON NIGIRI,ENTREES,FOOD,1674
Y SAN. CHX SLD,GRAB N GO,FOOD,1667
4 CHZ TOMATO,SANDWICHES,FOOD,1661
YTG FRT CANTLP,GRAB N GO,FOOD,1653
Y SAN. HAM/SWSS,GRAB N GO,FOOD,1652
BRUEGR CHIPS,DESSERTS,FOOD,1645
ICED TEA L,BEVERAGES,BEVERAGES,1638
BUT/JEL/HON BLG,BREAKFAST,FOOD,1632
BGL TRK-HM-RBF,SANDWICHES,FOOD,1631
NQ VEGETABLE,FOOD,FOOD,1622
FOUNTAIN BR,BEVERAGES,BEVERAGES,1618
GNGN CARNV HALAL,PIZZA,FOOD,1617
BRUEGR COOKIE,DESSERTS,FOOD,1598
SWT CHOC CREPE,DESSERTS,FOOD,1593
BAGUETTE,BREADS,FOOD,1574
ORANGE RICE,SIDES,FOOD,1567
SOUP 1,SOUPS/ STEWS,FOOD,1567
ESP LATTE L,BEVERAGES,BEVERAGES,1563
ESP WH MOCHA M,BEVERAGES,BEVERAGES,1559
THAI NDL SHRMP,SALAD,FOOD,1548
SPECIAL DESSERT,PIZZA,FOOD,1537
CARIBBEAN M,BEVERAGES,BEVERAGES,1527
GNG PPP HALAL,PIZZA,FOOD,1503
COOKE PNT BTTR,DESSERTS,FOOD,1491
CHAI LATTE M,BEVERAGES,BEVERAGES,1486
3 T CHICKEN,FOOD,FOOD,1483
STEAK,ENTREES,FOOD,1477
ADD CHICKEN,PASTA,FOOD,1476
ISL PITAYA BWL O,BEVERAGES,BEVERAGES,1445
Y SLD SPCY CHX,GRAB N GO,FOOD,1445
COFFEE JAVIVA M,BEVERAGES,BEVERAGES,1427
GRLD ASPARGUS,SIDES,FOOD,1417
MOCHA FLAV,BEVERAGES,BEVERAGES,1416
ESP MOCHA M,BEVERAGES,BEVERAGES,1404
CALIFNA ROLL,SANDWICHES,FOOD,1400
QUESAD STEAK,FOOD,FOOD,1394
SPECIAL SANDWCH,PIZZA,FOOD,1388
JERK PORK LOIN,ENTREES,FOOD,1387
YTG WRP SPCY CHK,GRAB N GO,FOOD,1365
YTG VGGIE BOWL,GRAB N GO,FOOD,1358
APPL N GRNS M,BEVERAGES,BEVERAGES,1355
AVOCADO,TOPPINGS,FOOD,1348
STRW SURFRDR M,BEVERAGES,BEVERAGES,1346
EGG N MEAT,BREAKFAST,FOOD,1341
SHRMP/WH CHD,PIZZA,FOOD,1341
12 OZ FLAT IRON,ENTREES,FOOD,1340
Y SLD CHEF,GRAB N GO,FOOD,1333
VEGETARIAN ROLL,ENTREES,FOOD,1332
ESP LAT MACTO M,BEVERAGES,BEVERAGES,1329
SCONE,DESSERTS,FOOD,1320
APPL N GRNS S,BEVERAGES,BEVERAGES,1312
CHIPS N SALSA,FOOD,FOOD,1301
Q STEAK,FOOD,FOOD,1300
COOKIE N CRM PIE,DESSERTS,FOOD,1299
RICE PILAF,SIDES,FOOD,1263
DLMNCO STK 10 OZ,ENTREES,FOOD,1261
CORIANDER CHIX,ENTREES,FOOD,1252
CRACKR CHP SC ON,FOOD,FOOD,1236
NACHO CHICKEN,FOOD,FOOD,1207
GNG CHEESE,PIZZA,FOOD,1204
ICD MACCHIATO M,BEVERAGES,BEVERAGES,1194
SAUSAGE,BREAKFAST,FOOD,1188
TUNA MAKI,ENTREES,FOOD,1188
DEATH BY CHOC,DESSERTS,FOOD,1175
SIDE GUACAMOLE,FOOD,FOOD,1170
SAUSAGE GRVY,BREAKFAST,FOOD,1167
3G ENERGY BST,BEVERAGES,BEVERAGES,1159
X CARAMEL,TOPPINGS,FOOD,1145
POM PARIDISE M,BEVERAGES,BEVERAGES,1137
EXTR CRM CHEEZ,TOPPINGS,FOOD,1113
POM PARIDISE S,BEVERAGES,BEVERAGES,1090
APPLE PIE,DESSERTS,FOOD,1068
Y SAN. BF/CHDR,GRAB N GO,FOOD,1068
COFFEE/HERE,RETAIL,RETAIL,1057
TUNA NIGIRI,ENTREES,FOOD,1054
SOUTHW BEEF SLD,SALAD,FOOD,1053
TARRGN CHIX SLD,SANDWICHES,FOOD,1047
EGGS STEAMED,BREAKFAST,FOOD,1039
CARIBBEAN S,BEVERAGES,BEVERAGES,1026
CHEF SPL S.E. 2,ENTREES,FOOD,1022
X RASPBERRIES,TOPPINGS,FOOD,1018
YTG FRT HONYDW,GRAB N GO,FOOD,1010
PB N BANANA M,BEVERAGES,BEVERAGES,1003
MEGA MANGO M,BEVERAGES,BEVERAGES,998
ICD MACCHIATO L,BEVERAGES,BEVERAGES,995
EMP BRKFST SAND,EMPLOYEE MEALS,EMPL MEALS,981
WKLY SWEET CR,DESSERTS,FOOD,980
CHEESE GRITS,SIDES,FOOD,974
SLD PASTA,SALAD,FOOD,958
APPLE CRISP,DESSERTS,FOOD,951
ESP CAPPCINO M,BEVERAGES,BEVERAGES,951
VODKA SAUCE,PASTA,FOOD,949
TATOR TOTS,SIDES,FOOD,943
HAZELNUT FLAV,BEVERAGES,BEVERAGES,936
X APPLE FILLING,TOPPINGS,FOOD,934
CRACKR CHP CHEDR,FOOD,FOOD,927
BROWNIE,FOOD,FOOD,909
CHEF SPL SIDE,SIDES,FOOD,903
ALOHA PNPL M,BEVERAGES,BEVERAGES,891
BGL TUN SLD/ BLT,SANDWICHES,FOOD,886
RAZZMATAZZ M,BEVERAGES,BEVERAGES,879
NQ GRND SIRLN,FOOD,FOOD,864
CHEESE,TOPPINGS,FOOD,861
MANGO GO GO M,BEVERAGES,BEVERAGES,852
ZEE ZEE BAR,PREPACKAGED,RETAIL,849
ACAI ANTIOX M,BEVERAGES,BEVERAGES,839
ORANGE C BSTR M,BEVERAGES,BEVERAGES,829
STRWBS WILD M,BEVERAGES,BEVERAGES,819
MEGA MANGO S,BEVERAGES,BEVERAGES,812
TEPANKI BEEF,ENTREES,FOOD,810
KALE RB BREEZ M,BEVERAGES,BEVERAGES,805
MATCHA GN TEA M,BEVERAGES,BEVERAGES,801
CUP SOUP,SOUPS/ STEWS,FOOD,785
STRW SURFRDR S,BEVERAGES,BEVERAGES,785
CHEF SPL DESSERT,DESSERTS,FOOD,776
ESP WH MOCHA L,BEVERAGES,BEVERAGES,765
COCOA M,BEVERAGES,BEVERAGES,762
GRNS N GNGR S,BEVERAGES,BEVERAGES,747
ICED MOCHA M,BEVERAGES,BEVERAGES,745
ACAI ANTIOX S,BEVERAGES,BEVERAGES,744
CAJUN RICE,SIDES,FOOD,740
B VEGETABLE,FOOD,FOOD,739
TURNER MAKI,ENTREES,FOOD,739
ENTREE SALADS,SALAD,FOOD,733
X BLUEBERRYS,TOPPINGS,FOOD,729
BACON/SAUSAGE,TOPPINGS,FOOD,727
LAST NITE BAGEL,BREAKFAST,FOOD,720
SIDE QUESO,FOOD,FOOD,717
SUB EGGPLANT,SANDWICHES,FOOD,716
ICED WHT MOCHA M,BEVERAGES,BEVERAGES,711
SIDE SALSA,FOOD,FOOD,711
QUESAD CHEESE,FOOD,FOOD,700
MAQUE CHOUX,SIDES,FOOD,698
STRWB WHIRL M,BEVERAGES,BEVERAGES,695
PCH PERFCTION S,BEVERAGES,BEVERAGES,686
BAGEL UPCHRGE,BREAKFAST,FOOD,684
ICED WHT MOCHA L,BEVERAGES,BEVERAGES,683
JELLO,FOOD,FOOD,681
B GRND SIRLN,FOOD,FOOD,677
ESP LAT MACTO L,BEVERAGES,BEVERAGES,673
SPECIAL MUFFIN,DESSERTS,FOOD,669
MATCHA GN TEA S,BEVERAGES,BEVERAGES,667
3 EGGS STEAMED,BREAKFAST,FOOD,664
PB CHOC LOVE M,BEVERAGES,BEVERAGES,664
ICED TEA M,BEVERAGES,BEVERAGES,662
ORANGE C BSTR S,BEVERAGES,BEVERAGES,660
STRWB WHIRL S,BEVERAGES,BEVERAGES,655
RED SKIN POTATOS,BREAKFAST,FOOD,647
MANGO GO GO S,BEVERAGES,BEVERAGES,645
PCH PERFCTION M,BEVERAGES,BEVERAGES,645
STRWBS WILD S,BEVERAGES,BEVERAGES,643
PB N BANANA S,BEVERAGES,BEVERAGES,636
EMPL LUNCH,EMPLOYEE MEALS,EMPL MEALS,634
SF VANLLA FLAV,BEVERAGES,BEVERAGES,634
ALOHA PNPL S,BEVERAGES,BEVERAGES,632
ESP MOCHA L,BEVERAGES,BEVERAGES,631
TEPANKI CHIX,ENTREES,FOOD,631
HAMACHI MAKI,ENTREES,FOOD,629
COFFEE JAVIVA L,BEVERAGES,BEVERAGES,625
HASH BROWNS,BREAKFAST,FOOD,624
KALE RB BREEZ S,BEVERAGES,BEVERAGES,622
CHILI LIM SALMN,ENTREES,FOOD,619
ICED MOCHA L,BEVERAGES,BEVERAGES,613
BANANA FOSTR,DESSERTS,FOOD,612
BERRY UPBEET M,BEVERAGES,BEVERAGES,612
GRNS N GNGR M,BEVERAGES,BEVERAGES,602
RAZZMATAZZ S,BEVERAGES,BEVERAGES,598
MULTIGRAIN,BREADS,FOOD,596
YTG SLD GARDEN,GRAB N GO,FOOD,594
X PEACHES,TOPPINGS,FOOD,592
ICED CHAI LATT M,BEVERAGES,BEVERAGES,585
NQ PORK,FOOD,FOOD,585
MILK SOY,BEVERAGES,BEVERAGES,581
GRILL SPECIAL 2,ENTREES,FOOD,580
NQ BRISKET,FOOD,FOOD,572
BERRY UPBEET S,BEVERAGES,BEVERAGES,562
X SLD DRESSG,SALAD,FOOD,558
PRO BERY WHEY M,BEVERAGES,BEVERAGES,554
ORANGE JCE S,BEVERAGES,BEVERAGES,553
CHAI LATTE L,BEVERAGES,BEVERAGES,549
PB CHOC LOVE S,BEVERAGES,BEVERAGES,549
SHAKE POTATOES,RETAIL,RETAIL,546
T SLD CHICKEN,FOOD,FOOD,546
COOKIES N CRM M,BEVERAGES,BEVERAGES,540
ORANGE JCE M,BEVERAGES,BEVERAGES,540
EMPL SMTHE M,EMPLOYEE MEALS,EMPL MEALS,522
GRN TEA LATE M,BEVERAGES,BEVERAGES,505
Y WRP R.P.HUMUS,GRAB N GO,FOOD,503
CHEF SPECIAL TP,DESSERTS,FOOD,497
PEANT BTR MD M,BEVERAGES,BEVERAGES,489
3 T GRND SIRLN,FOOD,FOOD,483
OR DRM MACHN M,BEVERAGES,BEVERAGES,483
HOPPIN JOHN,SIDES,FOOD,479
B PORK,FOOD,FOOD,462
GRILLED SALMON,ENTREES,FOOD,457
PECAN PIE,DESSERTS,FOOD,454
TEPANKI SHRMP,ENTREES,FOOD,451
DLY VITMN BST,BEVERAGES,BEVERAGES,443
EMPL SMTHE S,EMPLOYEE MEALS,EMPL MEALS,443
BAK PECAN PIE,FOOD,FOOD,442
PEACH COBBLR,DESSERTS,FOOD,442
BOWL SOUP,SOUPS/ STEWS,FOOD,437
CARIBBEAN L,BEVERAGES,BEVERAGES,434
ICED CHAI LATTE L,BEVERAGES,BEVERAGES,434
CHIA SEED BST,BEVERAGES,BEVERAGES,432
3 T STEAK,FOOD,FOOD,426
AMAZING GRNS M,BEVERAGES,BEVERAGES,426
COOKIES N CRM S,BEVERAGES,BEVERAGES,425
STRW SURFRDR L,BEVERAGES,BEVERAGES,424
PANCAKE TP,BREAKFAST,FOOD,421
EMP BAGEL,EMPLOYEE MEALS,EMPL MEALS,417
CRVD FLAT IRON,ENTREES,FOOD,416
BAK PUMPKIN PIE,FOOD,FOOD,414
BRUEG DESRT BAR,DESSERTS,FOOD,414
SPECIAL 3 TP,FOOD,FOOD,413
ICD GRN T LATT M,BEVERAGES,BEVERAGES,412
EEL NIGIRI,ENTREES,FOOD,407
Y SAN. HUMS&VG,GRAB N GO,FOOD,403
HONEY PORK LOIN,ENTREES,FOOD,401
ESP AMERCNO M,BEVERAGES,BEVERAGES,400
CHOC MOUSSE,DESSERTS,FOOD,399
CHORIZO,PIZZA,FOOD,398
FOUNTN DISCNT Q,BEVERAGES,BEVERAGES,396
Z SPECIAL 1 MAKI,ENTREES,FOOD,396
FRNCH TST OR,BREAKFAST,FOOD,395
PLAIN CROISSNT,DESSERTS,FOOD,393
GRN T JAVIVA M,BEVERAGES,BEVERAGES,391
SHRIMP NIGIRI,ENTREES,FOOD,388
SOY BST,BEVERAGES,BEVERAGES,388
PRO BERY WHEY S,BEVERAGES,BEVERAGES,387
FOCACCIA,BREADS,FOOD,385
PEPPRMNT FLAV,BEVERAGES,BEVERAGES,385
B BRISKET,FOOD,FOOD,384
EMP QUESADLLA,EMPLOYEE MEALS,EMPL MEALS,384
PB N BANANA L,BEVERAGES,BEVERAGES,383
SPECIALTY BREAD,BREADS,FOOD,370
MINI FRUIT MIX,PREPACKAGED,FOOD,364
EGG SAND,BREAKFAST,FOOD,363
XTRA TOPPG CR,DESSERTS,FOOD,351
MARINARA,PASTA,FOOD,350
SEASONAL 1 S,BEVERAGES,BEVERAGES,349
MANGO GO GO L,BEVERAGES,BEVERAGES,347
PEANT BTR MD S,BEVERAGES,BEVERAGES,342
SLD DRESSING,PREPACKAGED,RETAIL,341
FRNCH TST CINN,BREAKFAST,FOOD,339
SIDE SOUR CREAM,FOOD,FOOD,336
WAFFLE BATTR,BREAKFAST,FOOD,334
MEGA MANGO L,BEVERAGES,BEVERAGES,330
AMAZING GRNS S,BEVERAGES,BEVERAGES,329
EMP NACHOS,EMPLOYEE MEALS,EMPL MEALS,329
EMP DELI COMBO,EMPLOYEE MEALS,EMPL MEALS,327
O BRIAN POTATO,BREAKFAST,FOOD,326
ALOHA PNPL L,BEVERAGES,BEVERAGES,325
ADD ON CHICKEN,ENTREES,FOOD,324
EMPL S G COMBO,EMPLOYEE MEALS,EMPL MEALS,324
BRD TRK-HM-RBF,SANDWICHES,FOOD,323
EXTR DELI MEAT,TOPPINGS,FOOD,321
TP BRD BOWL,BREADS,FOOD,318
ICD GRN T LATT L,BEVERAGES,BEVERAGES,314
APPL N GRNS L,BEVERAGES,BEVERAGES,311
ORANGE JCE L,BEVERAGES,BEVERAGES,311
ORNG BRRY ANTX S,BEVERAGES,BEVERAGES,311
SPECIAL CAKE TP,DESSERTS,FOOD,310
KALE BST,BEVERAGES,BEVERAGES,309
KALE OR PWR S,BEVERAGES,BEVERAGES,307
EMPL BOWL SM,EMPLOYEE MEALS,EMPL MEALS,295
X GRND SIRLION,FOOD,FOOD,284
OR CAR KARMA M,BEVERAGES,BEVERAGES,283
POM PARIDISE L,BEVERAGES,BEVERAGES,283
RAZZMATAZZ L,BEVERAGES,BEVERAGES,282
WHT CHOC FLAV,BEVERAGES,BEVERAGES,281
ESP CAPPCINO L,BEVERAGES,BEVERAGES,275
NACHO STEAK,FOOD,FOOD,266
WHIP EXTRAS,BEVERAGES,BEVERAGES,266
HAMACHI NIGIRI,ENTREES,FOOD,264
OR CAR KARMA S,BEVERAGES,BEVERAGES,264
VINDALOO RICE,SIDES,FOOD,261
OR DRM MACHN S,BEVERAGES,BEVERAGES,258
PRO BERY WHEY L,BEVERAGES,BEVERAGES,256
COOKIES N CRM L,BEVERAGES,BEVERAGES,255
EXTR VEGGIES,TOPPINGS,FOOD,252
MARSHMLW CHEW,DESSERTS,FOOD,251
ACAI ANTIOX L,BEVERAGES,BEVERAGES,249
NACHO GRND SIRL,FOOD,FOOD,247
ADD ON SHRIMP,ENTREES,FOOD,241
MATCHO GN TEA L,BEVERAGES,BEVERAGES,241
X RASPBRY SCE,TOPPINGS,FOOD,240
HAM GRILLED,BREAKFAST,FOOD,235
ORANGE C BSTR L,BEVERAGES,BEVERAGES,235
QUESAD GR SIRL,FOOD,FOOD,230
SWIRL JAVIVA M,BEVERAGES,BEVERAGES,230
X BRISKET,FOOD,FOOD,230
SF HAZLNT FLAV,BEVERAGES,BEVERAGES,221
COCOA L,BEVERAGES,BEVERAGES,220
QUESAD PORK,FOOD,FOOD,219
ADD GELATO,ICE CREAM,FOOD,217
DOUBL ESPRSO,BEVERAGES,BEVERAGES,215
NACHO VEGTARIAN,FOOD,FOOD,215
Q GRND SIRLN,FOOD,FOOD,213
