Menu Item Name,Family Group,Major Group,Qty Sold
ORANGE JUICE 12 OZ,BEVERAGES,BEVERAGES,212
TUB CRM CHZ VTY,BREAKFAST,FOOD,212
COCONT BASL RICE,SIDES,FOOD,211
EXTRASALMON,TOPPINGS,FOOD,211
GRN TEA LATE L,BEVERAGES,BEVERAGES,211
OR DRM MACHN L,BEVERAGES,BEVERAGES,208
X PORK,FOOD,FOOD,208
ADD STEAMD MLK,BEVERAGES,BEVERAGES,207
ORNG BRRY ANTX M,BEVERAGES,BEVERAGES,207
PEANUT BTR PIE,DESSERTS,FOOD,206
Z SPECIAL 4 MAKI,ENTREES,FOOD,206
KALE OR PWR M,BEVERAGES,BEVERAGES,205
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,200
OJ CARR0T M,BEVERAGES,BEVERAGES,198
FLEX DUMP,MISC,MISC,195
TROUT,ENTREES,FOOD,193
TRPCL KICKSTRT S,BEVERAGES,BEVERAGES,193
PNUT BUTTR BGL,BREAKFAST,FOOD,192
PRO BRY SOY M,BEVERAGES,BEVERAGES,191
STRWBS WILD L,BEVERAGES,BEVERAGES,186
RASPBERY FLAV,BEVERAGES,BEVERAGES,182
Q VEGETABLE,FOOD,FOOD,180
PB CHOC LOVE L,BEVERAGES,BEVERAGES,177
BRD BLT,SANDWICHES,FOOD,176
KALE RB BREEZ L,BEVERAGES,BEVERAGES,176
STRWB WHIRL L,BEVERAGES,BEVERAGES,176
M.R.E. FLEX LUNCH,ACADEMIC YEAR,BOARD OPS,174
GRN T JAVIVA L,BEVERAGES,BEVERAGES,172
LEMN BLUBRY PIE,DESSERTS,FOOD,169
WHOLE LOAF BRD,BREADS,FOOD,167
PEANT BTR MD L,BEVERAGES,BEVERAGES,165
GRNS N GNGR L,BEVERAGES,BEVERAGES,162
TUB CRM CHZ PLN,BREAKFAST,FOOD,162
CAFE AU LAIT M,BEVERAGES,BEVERAGES,161
MUSHRM/ONION,PIZZA,FOOD,160
PCH PERFCTION L,BEVERAGES,BEVERAGES,158
ICED AMERCNO M,BEVERAGES,BEVERAGES,156
Q PORK,FOOD,FOOD,156
4 HUNGER,4 HUNGER,FOOD,155
3 T PORK,FOOD,FOOD,154
SG TI NDL SHPGNG,PREPACKAGED,FOOD,153
X IND T STEAK,FOOD,FOOD,153
MAPLE FLAV,BEVERAGES,BEVERAGES,152
HUMMUS BGL,BREAKFAST,FOOD,150
OJ CARROT S,BEVERAGES,BEVERAGES,150
3 T VEGETARIAN,FOOD,FOOD,149
EMP TACOS,EMPLOYEE MEALS,EMPL MEALS,146
PRO BRY SOY S,BEVERAGES,BEVERAGES,146
QUESAD BRISKET,FOOD,FOOD,146
EMP CHPS QUESO,EMPLOYEE MEALS,EMPL MEALS,145
PANG SLD GNG,PREPACKAGED,FOOD,145
T SLD STEAK,FOOD,FOOD,145
GUMBO CHICKEN,FOOD,FOOD,143
TRIPLE ESPRSO,BEVERAGES,BEVERAGES,139
MEATLOVERS,PIZZA,FOOD,138
X TOPPING TP,TOPPINGS,FOOD,138
PUMKIN FLAV,BEVERAGES,BEVERAGES,135
ESP AMERCNO L,BEVERAGES,BEVERAGES,134
SINGL ESPRSO,BEVERAGES,BEVERAGES,134
BGLGARDN VEGG,SANDWICHES,FOOD,133
ICED AMERCNO L,BEVERAGES,BEVERAGES,133
T SLD VEGETRN,FOOD,FOOD,133
GREEK YOGRT BST,BEVERAGES,BEVERAGES,130
AMAZING GRNS L,BEVERAGES,BEVERAGES,125
BERRY UPBEET L,BEVERAGES,BEVERAGES,125
ADD ON BEEF,ENTREES,FOOD,123
NACHO BRISKET,FOOD,FOOD,123
CHAI JAVIVA M,BEVERAGES,BEVERAGES,121
OR BRY ANTIOX 12,BEVERAGES,BEVERAGES,119
BRD CHIX BREAST,SANDWICHES,FOOD,116
Q BRISKET,FOOD,FOOD,115
SPECIAL 2 TP,FOOD,FOOD,113
CITRS SWT POTATO,SIDES,FOOD,111
EMPL JUICE 16,EMPLOYEE MEALS,EMPL MEALS,109
MSHD SWEET POTATOS,SIDES,FOOD,109
PREM SPREADS,TOPPINGS,FOOD,109
EMP DESSERT,EMPLOYEE MEALS,EMPL MEALS,105
ICED ESPRESSO,BEVERAGES,BEVERAGES,105
SG TSCN CHIX,PREPACKAGED,FOOD,105
SWIRL JAVIVA L,BEVERAGES,BEVERAGES,102
TEPANKI TUNA,ENTREES,FOOD,101
BAKERS DOZEN,BREAKFAST,FOOD,100
EMP CUP SOUP,EMPLOYEE MEALS,EMPL MEALS,100
WRAP ADD ON,BREAKFAST,FOOD,100
ALMOND FLAV,BEVERAGES,BEVERAGES,99
SIMPLE FLAV,BEVERAGES,BEVERAGES,99
KALE OR PWR 12,BEVERAGES,BEVERAGES,92
OR CAR KARMA L,BEVERAGES,BEVERAGES,92
HALF DOZEN,BREAKFAST,FOOD,90
SURF N TURF,ENTREES,FOOD,90
TRPCL KICKSTRT M,BEVERAGES,BEVERAGES,86
EMP SIDE,EMPLOYEE MEALS,EMPL MEALS,81
BAK CHOC MOUSSE,FOOD,FOOD,80
BRD GARDN VEGG,SANDWICHES,FOOD,80
CAFE AU LAIT L,BEVERAGES,BEVERAGES,80
ESPRSO JAVIVA M,BEVERAGES,BEVERAGES,79
ORNG BRRY ANTX L,BEVERAGES,BEVERAGES,79
3 T BRISKET,FOOD,FOOD,78
R2G SINGLE,BEVERAGES,BEVERAGES,78
BRD TUN SLD,SANDWICHES,FOOD,76
T SLD GRND SIRL,FOOD,FOOD,75
EMP SIGN SAND,EMPLOYEE MEALS,EMPL MEALS,70
BAGLE BUNDLE,BREAKFAST,FOOD,69
GUMBO VEGETARN,FOOD,FOOD,69
TRIPL REVITLZR S,BEVERAGES,BEVERAGES,69
TRPICAL KICKSTRT 12,BEVERAGES,BEVERAGES,69
EMP BGL W/SPRD,EMPLOYEE MEALS,EMPL MEALS,67
EMP SALAD,EMPLOYEE MEALS,EMPL MEALS,67
PEACH MANGO M,BEVERAGES,BEVERAGES,67
TRIPL REVITLZR M,BEVERAGES,BEVERAGES,66
BAK PEANT BTR PIE,FOOD,FOOD,64
MACAROON,DESSERTS,FOOD,64
EMP GUMBO,EMPLOYEE MEALS,EMPL MEALS,63
OJ CARROT L,BEVERAGES,BEVERAGES,63
TRPCL KICKSTRT L,BEVERAGES,BEVERAGES,61
COFE FR JAVIVA M,BEVERAGES,BEVERAGES,58
TEPANKI TOFU,ENTREES,FOOD,58
EMPL OATMEAL,EMPLOYEE MEALS,EMPL MEALS,57
ESPRSO JAVIVA L,BEVERAGES,BEVERAGES,57
ANTIOX C&Z BST,BEVERAGES,BEVERAGES,54
NACHO PORK,FOOD,FOOD,54
SPECIAL CUPCAKE,DESSERTS,FOOD,54
PB N J BGL,BREAKFAST,FOOD,50
PRO BRY SOY L,BEVERAGES,BEVERAGES,50
BGL CHIX BREAST,SANDWICHES,FOOD,48
CHAI JAVIVA L,BEVERAGES,BEVERAGES,47
KALE OR PWR L,BEVERAGES,BEVERAGES,47
ICED CAPP M,BEVERAGES,BEVERAGES,46
ICED CAPP L,BEVERAGES,BEVERAGES,45
OR/CAROT JUCE 12,BEVERAGES,BEVERAGES,45
QUESAD SH BEEF,FOOD,FOOD,45
SMKD SALMN EGG B,SANDWICHES,FOOD,44
WHITE GUMMI M,BEVERAGES,BEVERAGES,44
GRILLED MAHI,ENTREES,FOOD,43
TEPANKI VEGGE,ENTREES,FOOD,43
2 T COMBO,FOOD,FOOD,42
3 BAGELS,BREAKFAST,FOOD,42
LEAN BALNCE BST,BEVERAGES,BEVERAGES,42
BANANABRY M,BEVERAGES,BEVERAGES,40
CRM CHEEZ SIDE,BREAKFAST,FOOD,40
COFE FR JAVIVA L,BEVERAGES,BEVERAGES,39
BRUEGR BROWNIE,DESSERTS,FOOD,38
SWT CHILI CHIX,ENTREES,FOOD,37
EMP BOWL SOUP,EMPLOYEE MEALS,EMPL MEALS,36
TACO CHICKEN,FOOD,FOOD,36
CHEF SPL S.E. 3,ENTREES,FOOD,35
SNDRD TOM SPRD,TOPPINGS,FOOD,35
TOFU GRL TOMATO,ENTREES,FOOD,34
BIG BGL BUNDLE,BREAKFAST,FOOD,33
KLEAN KANTN FLEX,BEVERAGES,BEVERAGES,33
SAUSAGE LINK,BREAKFAST,FOOD,33
PEACH MANGO L,BEVERAGES,BEVERAGES,32
STRW ENERGZR M,BEVERAGES,BEVERAGES,32
MADE W CREAM,BEVERAGES,BEVERAGES,31
GRN TEA GELATO,BEVERAGES,BEVERAGES,30
BALANCE BST,BEVERAGES,BEVERAGES,29
EMP CHIP,EMPLOYEE MEALS,EMPL MEALS,29
NB SHRD BEEF,FOOD,FOOD,29
WHITE GUMMI S,BEVERAGES,BEVERAGES,29
EMP CHPS GUAC,EMPLOYEE MEALS,EMPL MEALS,28
3 T COMBO,FOOD,FOOD,27
CARROT S,BEVERAGES,BEVERAGES,27
DLY VIT ZINC BST,BEVERAGES,BEVERAGES,27
EMP X MEAT,EMPLOYEE MEALS,EMPL MEALS,27
IND BRISKET,FOOD,FOOD,27
PUMPKIN SEED BST,BEVERAGES,BEVERAGES,27
TAPANK FLNDR DNR,ENTREES,FOOD,27
RED GUMMI M,BEVERAGES,BEVERAGES,25
B SHRD BEEF,FOOD,FOOD,24
EMP CHPS SALSA,EMPLOYEE MEALS,EMPL MEALS,24
PEACH MANGO S,BEVERAGES,BEVERAGES,24
CORNBREAD,BREADS,FOOD,23
SPECL SIDE SLD,SALAD,FOOD,23
BANANABRY L,BEVERAGES,BEVERAGES,22
PINK STAR S,BEVERAGES,BEVERAGES,21
X IND T CHICKEN,FOOD,FOOD,21
BRUEG LTO SIGNTR,SANDWICHES,FOOD,20
EMP 1 TACO,EMPLOYEE MEALS,EMPL MEALS,20
SPECL CHEF SOUP,SOUPS/ STEWS,FOOD,20
FRUITY ROCKS M,BEVERAGES,BEVERAGES,19
GUMBO STEAK,FOOD,FOOD,19
T SLD PORK,FOOD,FOOD,18
CHOC PROTEIN S,BEVERAGES,BEVERAGES,17
PINK STAR M,BEVERAGES,BEVERAGES,17
T SLD BRISKET,FOOD,FOOD,17
WHL PEPPRNI,PIZZA,FOOD,17
WHL TOMT/FIG,PIZZA,FOOD,17
BANANABRY S,BEVERAGES,BEVERAGES,16
WHL 5 CHEEZ,PIZZA,FOOD,16
3 T SHRD BEEF,FOOD,FOOD,15
TANGIER CHIX,ENTREES,FOOD,15
TEPANKI SALMON,ENTREES,FOOD,15
WHL CHX PESTO,PIZZA,FOOD,15
NQ SHRD BEEF,FOOD,FOOD,14
TRIPL REVITLZR L,BEVERAGES,BEVERAGES,14
TRIPL REVITZR 12,BEVERAGES,BEVERAGES,14
BRD EGG SALAD,SANDWICHES,FOOD,13
CARROT M,BEVERAGES,BEVERAGES,13
CHOC MOO'D  M,BEVERAGES,BEVERAGES,12
GRILL SPECIAL 1,ENTREES,FOOD,12
SPECIAL 4 TP,FOOD,FOOD,12
TACO GRND SIRL,FOOD,FOOD,12
BREW 4 CREW,BREAKFAST,BEVERAGES,11
SPECIAL 1 TP,FOOD,FOOD,11
WRAP RIO GRNDE,BREAKFAST,FOOD,11
BAKED BEANS,SIDES,FOOD,10
GUMBO PORK,FOOD,FOOD,10
5 FRUIT FRENZY M,BEVERAGES,BEVERAGES,9
CHOC MOO'D S,BEVERAGES,BEVERAGES,9
GUMBO BRISKET,FOOD,FOOD,9
X IND T SHD BEEF,FOOD,FOOD,9
NACHO SHRD BEEF,FOOD,FOOD,8
WHITE GUMMI L,BEVERAGES,BEVERAGES,8
BRAISED GREENS,SIDES,FOOD,7
CARROT 12 OZ,BEVERAGES,BEVERAGES,7
GNGRBRD FLAV,BEVERAGES,BEVERAGES,7
POM PIK ME UP S,BEVERAGES,BEVERAGES,7
TACO STEAK,FOOD,FOOD,7
CARROT L,BEVERAGES,BEVERAGES,6
CHIX&DUMPLGS,ENTREES,FOOD,6
POM PIK ME UP M,BEVERAGES,BEVERAGES,6
BGL EGG SALAD,SANDWICHES,FOOD,5
CHOC MOO'D L,BEVERAGES,BEVERAGES,5
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,5
GRN TO GO FLEX,RETAIL,RETAIL,5
GUMBO GR SIRLN,FOOD,FOOD,5
PINK STAR L,BEVERAGES,BEVERAGES,5
SAU ASPR W PEPPERS,SIDES,FOOD,5
STRW ENERGZR L,BEVERAGES,BEVERAGES,5
STRW ENERGZR S,BEVERAGES,BEVERAGES,5
BOWL SPECIAL,ENTREES,FOOD,4
EMP BGL HUMMUS,EMPLOYEE MEALS,EMPL MEALS,4
EMP CAFE SALAD,EMPLOYEE MEALS,EMPL MEALS,4
FRUITY ROCKS L,BEVERAGES,BEVERAGES,4
GNG HAWAIIAN,PIZZA,FOOD,4
GRN TO GO CASH,RETAIL,RETAIL,4
MAKI SHRMP GNG,PREPACKAGED,FOOD,4
PENYA KOLDA S,BEVERAGES,BEVERAGES,4
SEASNL SPEC. CRP,DESSERTS,FOOD,4
SOUR GUMMI L,BEVERAGES,BEVERAGES,4
TACO BRISKET,FOOD,FOOD,4
VIDLA POTATO,BREAKFAST,FOOD,4
X SHRD BEEF,FOOD,FOOD,4
AU GRATIN POTAO,SIDES,FOOD,3
EMP ENTRE SLD,EMPLOYEE MEALS,EMPL MEALS,3
KASHMIR CHIX,ENTREES,FOOD,3
Q SHRD BEEF,FOOD,FOOD,3
SG STHW BEEF SLD,PREPACKAGED,FOOD,3
SOUR GUMMI S,BEVERAGES,BEVERAGES,3
X T IND GSIRLOIN,FOOD,FOOD,3
BEEF N BLUE SLD,SALAD,FOOD,2
BERRY COBBLER,DESSERTS,FOOD,2
CHEF SPL S.E. 1,ENTREES,FOOD,2
CHILI MANGO M,BEVERAGES,BEVERAGES,2
DAULPHIN POTATOS,SIDES,FOOD,2
FRUITY ROCKS S,BEVERAGES,BEVERAGES,2
GARLIC PARM,PASTA,FOOD,2
LAMB STEW,ENTREES,FOOD,2
PENYA KOLDA M,BEVERAGES,BEVERAGES,2
PUTTANESCA,PASTA,FOOD,2
SEASONAL 1  M,BEVERAGES,BEVERAGES,2
SOUR GUMMI M,BEVERAGES,BEVERAGES,2
SPECIAL NIGIRI,ENTREES,FOOD,2
TACO PORK,FOOD,FOOD,2
TACO SHRD BEEF,FOOD,FOOD,2
TACO VEGETARIN,FOOD,FOOD,2
TP SLD SOBA PNUT,ENTREES,FOOD,2
5 FRUIT FRENZY L,BEVERAGES,BEVERAGES,1
5 FRUIT FRENZY S,BEVERAGES,BEVERAGES,1
BERRY BWL T,BEVERAGES,BEVERAGES,1
COCONUT CRM CUP,DESSERTS,FOOD,1
GRLD CHX SHWRMA,ENTREES,FOOD,1
GUMBO SH BEEF,FOOD,FOOD,1
KLEAN KANTN CASH,BEVERAGES,BEVERAGES,1
MAKI SP TNA GNG,PREPACKAGED,FOOD,1
ORANGE A PEEL L,BEVERAGES,BEVERAGES,1
PCH PLEASURE M,BEVERAGES,BEVERAGES,1
PCH PLEASURE S,BEVERAGES,BEVERAGES,1
PRINCE EDWARD,SIDES,FOOD,1
RED GUMMI S,BEVERAGES,BEVERAGES,1
STRBRY BLU BN M,BEVERAGES,BEVERAGES,1
STRBRY BLU BN S,BEVERAGES,BEVERAGES,1
T SLD SHRD BEEF,FOOD,FOOD,1
WRAP ADD ON,ENTREES,FOOD,1
REFUND,MISC,MISC,-2
REFUND,MISC,MISC,-5
REFUND,MISC,MISC,-10
TOTAL*,,,1765291
